gene_id	GSM158644.CEL	GSM158645.CEL	GSM158646.CEL	GSM241999.CEL	GSM242000.CEL	GSM242001.CEL	GSM242002.CEL	GSM242003.CEL	GSM242004.CEL	GSM242005.CEL	GSM242006.CEL	GSM242007.CEL	GSM242008.CEL	GSM242009.CEL	GSM242010.CEL	GSM242011.CEL	GSM242012.CEL	GSM242013.CEL	GSM398074.CEL	GSM398076.CEL	GSM398078.CEL	GSM398080.CEL	GSM398082.CEL	GSM398084.CEL	GSM398086.CEL	GSM398088.CEL	GSM398090.CEL	GSM398092.CEL	GSM398094.CEL	GSM398096.CEL	GSM398098.CEL	GSM398100.CEL	GSM398102.CEL	GSM398104.CEL	GSM398106.CEL	GSM398108.CEL	GSM398110.CEL	GSM398112.CEL	GSM398114.CEL	GSM398116.CEL	GSM398118.CEL	GSM398120.CEL	GSM398122.CEL	GSM398124.CEL	GSM398126.CEL	GSM398128.CEL	GSM398130.CEL	GSM398132.CEL	GSM398134.CEL
201698_s_at	8.55866	7.94081	9.65142	9.10122	9.4449	9.86205	9.29501	9.43628	9.20419	9.45136	10.3464	9.98097	10.0132	9.18808	10.0359	9.59281	10.1971	10.3049	7.49953	7.3163	7.34513	7.72546	7.58315	7.84279	7.53382	7.53797	7.59188	7.59273	7.61429	6.66979	7.4812	8.08374	8.00504	7.68055	7.41618	7.45368	7.94738	7.93309	7.80725	8.06035	7.57388	7.8623	7.63564	7.71511	7.76354	7.85645	7.64279	7.45467	7.66953
201812_s_at	11.0368	11.2354	11.0154	10.7624	11.2585	11.0942	11.0291	11.2326	10.9181	11.2882	11.154	10.8166	11.1789	11.3827	10.6169	11.2581	10.9089	10.9253	9.16566	8.47262	9.32556	8.58434	9.00585	9.33777	9.42223	8.97302	8.88464	8.72542	8.95934	9.54857	8.85683	8.72958	9.63226	9.49943	9.66749	9.59658	9.75545	9.71334	9.17192	9.90971	9.46683	9.34752	8.99916	9.3878	9.69238	9.69368	8.85731	9.40827	8.832
201894_s_at	8.97812	8.77127	9.66402	8.67515	8.46006	8.13299	8.52906	8.26786	8.37174	8.34976	8.76824	8.52003	8.85635	8.19246	8.43356	8.19552	8.47983	9.07779	7.3936	7.27122	7.35366	6.97795	7.48445	7.67292	7.16312	7.77848	7.05693	7.70565	7.56589	7.6103	7.32162	9.09952	8.02461	7.74118	8.32347	7.36403	8.04949	7.83796	7.91504	8.05307	7.96847	7.75903	7.60734	7.96855	8.19432	7.98794	8.26161	7.48139	7.89818
201921_at	10.3031	10.3261	10.0974	9.55594	9.80163	9.921	9.92111	9.82788	10.1613	9.50026	10.2285	10.0427	9.98042	10.4198	10.5089	9.80079	10.3009	9.54788	7.18711	7.62075	7.58621	7.4984	7.64524	8.05585	7.84211	7.14109	7.27832	7.53863	7.48407	8.15	7.53561	7.14706	8.10203	8.16017	8.08355	8.15227	8.16016	8.50156	8.44133	8.60416	8.08215	7.67568	7.59587	8.32231	7.54421	7.98595	7.69271	7.64047	7.70463
201973_s_at	9.89326	9.65367	10.7024	10.5397	10.1721	10.4725	10.4327	9.86367	10.2496	10.4741	10.1261	10.5105	10.6077	10.3078	10.2934	9.80819	10.1712	10.6302	6.80513	6.70575	6.73774	7.27817	7.92942	8.29187	8.22442	6.8424	6.9203	6.91779	7.58364	8.50749	7.30701	6.48806	8.15059	8.32634	8.20649	8.51501	8.60242	8.4127	8.87698	9.04584	8.65354	8.08984	6.88431	7.93498	8.13459	8.51282	7.67865	7.19918	7.58069
202039_at	7.7238	8.03621	7.95776	6.9991	7.439	7.43443	7.53355	7.77997	8.20939	7.92787	7.49435	8.18284	7.82867	7.59201	7.30591	7.61379	7.73492	7.89222	8.41751	8.34205	8.32903	8.30006	8.04131	8.14708	8.22083	8.42419	8.15705	8.26015	8.22968	8.03997	8.61422	8.13936	8.32622	8.44464	8.45791	8.45551	8.24801	7.94552	7.85969	7.46399	8.20853	8.09967	8.28462	8.21132	8.03713	8.00187	8.24112	8.44754	8.0355
202090_s_at	10.5707	10.8486	10.0843	8.61372	7.83097	8.44817	8.41173	8.33279	8.98482	7.80125	9.3366	9.21911	8.65145	9.20662	8.15667	8.4695	8.67799	9.37361	7.17723	6.87722	7.02806	7.58909	7.65462	7.45224	7.21262	7.10895	7.40699	7.50108	7.02035	7.08107	6.53053	7.0304	7.90541	7.47368	7.62419	7.82073	7.7675	7.36131	7.76716	8.0084	7.39737	7.75532	7.32913	8.08764	7.36873	7.67868	7.82764	7.13689	7.43952
202189_x_at	11.0383	10.9791	10.8446	11.441	11.2015	11.391	11.4127	11.9284	12.1232	11.3654	11.3991	11.3683	11.4865	11.6337	11.4085	11.7497	11.2084	10.3605	7.63567	7.76181	7.54474	7.82394	7.95029	7.91952	8.5014	7.52775	7.94511	8.03024	7.82207	8.42132	8.36981	7.77239	8.57436	8.07288	8.66075	8.04412	8.62979	8.33935	8.26653	9.13141	8.12842	8.10681	8.13869	8.04144	8.50305	8.17325	7.62602	8.11032	8.04598
202233_s_at	9.9729	9.86176	10.5933	11.4944	11.0681	10.8113	10.9066	11.326	11.1502	11.5263	11.1768	11.0174	11.2494	11.4346	10.8049	11.3919	11.396	10.6605	6.95014	6.9825	7.43717	7.50706	8.51043	7.9898	8.21592	8.1383	7.37736	7.54142	7.68368	7.37849	6.90664	6.70445	8.44086	7.80588	8.06929	8.16437	8.41715	7.89987	8.07831	8.87903	7.89292	7.49143	7.10137	7.93175	8.04051	8.22711	7.42259	7.62574	7.13965
202265_at	10.2387	9.92191	9.42316	10.2155	10.1716	10.3542	10.376	10.3433	10.5187	9.85583	9.96998	9.98838	10.1692	9.62545	10.6943	10.2513	10.2641	10.1447	7.75262	8.13359	8.08069	8.60191	8.3496	8.73084	8.65549	7.04353	7.8297	7.8201	7.82177	8.44069	8.38018	7.05514	7.63633	7.78101	7.69085	8.77479	7.94034	8.05787	8.15543	8.79563	8.31719	7.2073	7.48611	8.18667	8.22345	7.90018	7.51268	7.57807	7.7871
202314_at	7.77059	7.68089	8.18299	5.54716	6.333	6.56748	6.30484	6.94982	6.50103	6.46877	5.86463	5.8377	6.1289	6.49149	6.84405	7.29348	6.09789	5.94091	5.02073	5.19438	4.99459	4.96061	4.99743	5.13799	5.01003	4.85385	4.81789	4.98996	5.03213	4.66193	5.24852	5.63257	4.81352	4.96774	4.81842	5.20019	4.77611	4.76039	4.88238	4.93378	4.77215	5.25128	5.05891	4.69805	4.90517	4.66189	4.77139	4.84504	5.07186
202327_s_at	6.27979	6.30582	6.05724	6.05608	6.38703	6.24597	6.09722	5.9699	5.89606	6.24618	6.61547	6.26222	6.06655	6.57274	6.21773	6.5877	6.12917	6.41645	5.99419	5.83286	5.75195	5.94445	5.83567	5.97325	5.64224	6.55759	5.89415	5.99076	6.43539	5.62466	6.02181	6.01173	6.04784	6.09586	5.96114	5.74243	6.0496	5.9586	5.56177	5.50554	6.05402	6.01977	6.05756	5.98743	6.04001	6.03183	6.0577	6.03361	5.64147
202328_s_at	7.84777	7.62448	7.67752	7.62243	7.75645	7.52006	7.66417	7.93476	7.69944	7.52343	7.96074	7.73928	7.63003	8.45066	7.90519	7.70712	7.704	8.47173	6.78166	6.6676	7.22107	6.68522	7.13744	6.91104	6.63273	6.86188	6.98546	6.50145	7.1944	7.60576	7.03016	6.7594	7.26773	7.34773	7.20789	7.644	7.41529	7.05323	6.85581	7.17664	7.44653	6.60097	6.85962	7.25143	7.33514	7.27737	7.06281	7.18292	7.07962
202350_s_at	6.50502	5.97111	5.56335	9.24166	8.62474	8.99114	9.36282	8.57487	8.42189	8.6634	9.56023	7.72582	10.1884	10.4498	9.12893	7.11012	8.90428	9.16152	6.08755	5.77338	6.07395	6.36591	6.6709	6.51441	7.55908	5.88228	5.9405	5.90657	6.1949	6.8147	6.31606	6.58405	6.69736	6.48654	6.71372	7.78904	7.32351	6.91498	6.72005	8.09693	7.68687	6.61366	6.01427	6.94101	6.7497	6.87113	6.09925	6.28789	6.07426
202372_at	8.78154	8.97221	9.08568	10.9481	10.9182	11.2163	11.1068	11.0571	10.8772	11.0221	10.9802	11.0367	10.7252	10.9694	10.7934	10.8797	10.8351	10.1071	8.12314	7.82538	8.22922	7.91522	8.26809	8.29708	8.40536	8.10058	8.02277	8.14824	8.32783	8.61519	8.00578	7.92882	8.20736	8.47702	8.36047	8.92032	8.67122	8.77393	8.82283	9.04446	8.7272	8.33089	8.09272	8.64358	8.49343	8.78492	8.32992	8.25534	8.10244
202373_s_at	9.21084	9.48631	9.49258	9.42076	9.48188	9.60532	9.70377	9.20349	8.96875	9.10423	9.75161	9.16009	9.52786	9.32262	9.53118	9.09827	9.54245	9.37455	8.0643	8.15016	8.23475	7.83726	7.87134	8.12632	8.28715	8.30986	8.07611	8.01061	8.23719	8.14041	7.79859	7.98061	8.1627	8.44082	8.51005	8.08973	8.63608	8.12941	8.18669	8.40433	8.20163	7.60944	7.87654	8.17367	7.89166	8.25021	8.58461	8.33944	8.1753
202374_s_at	7.09423	7.02248	7.09851	6.41916	6.07208	6.95511	6.9842	6.14635	6.9271	6.50476	6.62837	6.52933	6.52188	6.59087	6.73267	6.68737	6.95445	7.37017	7.63013	7.43491	7.45853	7.24005	7.43386	7.2151	7.16822	7.42666	7.73962	7.2501	7.07043	7.00189	7.31648	6.92855	7.13911	7.09223	7.25743	7.00215	7.03197	7.1668	6.93409	7.08518	7.1659	7.05445	7.16037	7.01857	6.62652	7.07961	6.9572	7.54138	7.73441
202397_at	7.52682	7.52511	7.68498	6.80293	6.67965	5.78877	6.77543	7.28737	6.69971	6.51552	6.71659	6.94721	5.99916	6.36474	6.18808	7.29007	6.45268	6.65943	6.12099	6.9667	6.86357	6.29884	6.2223	6.91519	6.27825	6.29035	6.18803	7.02828	6.47812	7.25465	7.03648	7.13788	7.44397	6.71528	7.3291	7.32796	6.94229	7.18049	7.11857	6.58718	7.15199	6.9533	6.40957	6.84729	7.65106	7.18887	6.83958	6.26013	7.19082
202398_at	7.52882	7.32668	6.55618	6.8539	6.66119	6.76879	7.03864	7.15191	6.78726	6.73386	7.02506	6.76195	6.7426	6.72326	7.07533	7.27494	6.92742	6.99331	7.81212	7.4476	7.106	7.17502	7.14121	7.48443	7.08553	7.79134	7.58255	7.88723	6.95569	6.79514	7.50443	7.65183	6.94328	6.78276	6.81027	7.30382	6.51934	6.87784	6.96142	6.58736	6.76377	6.88449	7.09054	6.81564	7.1046	6.631	6.94662	7.09836	6.88072
202399_s_at	10.1671	10.0884	9.76123	9.10143	9.15386	8.82221	9.32554	9.40838	9.42496	9.20227	9.07539	9.29828	9.143	9.2454	9.29327	9.61372	9.80566	9.85522	9.75949	9.60927	9.51988	9.88372	9.9996	9.61973	9.70546	9.70845	9.59025	9.65928	9.92049	9.86678	9.69724	9.17142	10.0925	9.84458	9.77798	9.78223	9.94212	9.77334	10.0488	10.0095	10.0084	9.58871	9.93455	9.67881	9.76178	10.0771	9.74613	9.78673	9.90105
202410_x_at	7.02121	6.98751	6.86953	6.87418	6.67107	5.95684	5.45311	5.89623	6.11504	6.77513	6.14216	6.27899	6.26941	6.28588	6.14653	6.8987	5.99026	6.6105	7.64748	8.28803	7.99465	7.83874	7.48658	7.95238	7.71031	8.08187	7.89077	8.09096	7.74336	7.34691	8.24197	8.24006	8.22609	7.84356	8.17128	7.71927	7.81291	7.3801	7.84208	7.19151	7.71017	7.8974	7.97049	7.61285	7.68619	7.70378	7.93628	8.44269	8.77088
202493_x_at	6.21442	6.20772	5.82848	6.2258	5.20332	5.68367	5.52623	6.01455	5.54395	5.72317	5.61915	5.36815	5.23694	5.91181	5.15148	5.82348	5.32528	5.76093	7.50575	7.28495	7.37913	7.27669	7.11449	7.14062	6.79035	7.6661	7.31727	7.37952	7.67683	6.65375	6.77989	6.76615	7.20613	7.17007	7.33813	6.40725	7.13183	6.76466	6.65979	6.54503	6.91773	6.99486	6.93716	6.65871	7.18771	7.00804	7.03889	7.49505	7.6035
202576_s_at	8.14559	8.42756	8.11977	7.27082	7.85414	7.64653	7.46626	7.62615	7.70197	7.17171	8.09984	7.79827	7.6276	7.69307	7.90599	7.73989	7.56752	8.31256	7.99368	7.7862	8.00259	8.05488	7.62827	7.65258	7.72491	8.14241	8.10904	7.90969	7.61036	7.46557	7.96606	7.76806	7.40402	7.66005	7.3289	7.8566	7.32528	7.445	7.59345	7.44702	7.88848	7.77436	7.84871	7.74637	7.97964	7.83645	8.05267	7.96196	7.41846
202581_at	11.1668	11.1101	11.4012	8.69159	9.12701	9.21543	9.5963	8.95204	8.69273	9.66319	9.62757	10.1647	9.17735	10.6003	8.95848	10.6091	8.60075	10.0444	7.82884	7.69546	7.76484	8.24253	8.14283	8.28115	9.75375	7.80567	8.39258	7.68868	8.0388	9.60409	8.11106	7.52637	8.18486	8.27991	8.5945	9.27096	8.67232	8.67308	7.93894	8.28426	8.93728	8.15742	7.94923	9.48485	8.225	8.81768	8.2669	8.50261	7.703
202632_at	9.13389	8.9604	9.20813	8.31084	8.29727	8.23828	8.00645	7.98828	8.0931	8.53683	8.28358	8.51618	8.06314	8.26071	7.59342	8.06735	7.98342	8.67331	9.17936	9.28106	9.19097	9.34408	9.25293	9.04598	9.24962	9.4167	9.34035	9.66582	9.31349	9.1996	9.42884	8.96037	9.08702	9.27532	9.46495	9.01194	9.14841	9.16432	9.13355	8.92144	9.42821	9.06361	9.05249	9.40661	9.18267	8.9719	9.5125	9.41466	9.57279
