cell	longitude	latitude	richness	npp_AVG	temp_AVG	prec_AVG	tempsea_AVG	presea_AVG	ele_RANGE
30	-82.8	78.2	0	0	-97.0042735	157.2136752	12000.68803	71.65384615	47
31	-81.8	78.2	0	6054088875	-99.83495146	151.7480141	12082.04104	75.71712268	70
32	-80.8	78.2	0	19209863040	-103.4643419	148.7975878	12177.33351	73.35867855	72
33	-79.8	78.2	0	18132439680	-108.2348144	146.0101514	12276.32651	71.90447662	89
34	-78.8	78.2	0	15491963506	-113.3310709	144.0810709	12657.87179	71.03242836	81
35	-77.8	78.2	0	17600867285	-119.7618158	140.2208178	13505.21104	73.2565399	87
36	-76.8	78.2	0	14776304242	-123.7407231	134.3513796	14318.2313	75.91712655	146
37	-75.8	78.2	0	11394541611	-120.8532571	141.2040731	14937.15218	73.3205468	130
38	-74.8	78.2	0	7537358336	-111.520057	150.6380252	14546.77688	64.44172798	95
39	-73.8	78.2	0	6185141760	-112.0521008	140.8420168	13781.29664	61.64957983	64
40	-72.8	78.2	0	0	-120.640257	136.4625268	12501.08458	61.52569593	86
47	-65.8	78.2	0	7263154176	-112.7629548	117.4796031	14026.44873	72.9724366	22
48	-64.8	78.2	0	14906627072	-115.6059143	126.6547978	13763.68014	68.04828002	151
49	-63.8	78.2	0	7075843072	-118.920904	127.1817326	13580.5791	66.8559322	138
64	-48.8	78.2	0	0	-161.5466738	133.1013949	14976.41148	69.18293991	212
65	-47.8	78.2	0	8355533120	-165.441949	146.6331757	14854.54676	65.48397688	517
66	-46.8	78.2	0	8718610404	-166.5745664	158.6548831	14687.1514	64.39489065	590
67	-45.8	78.2	0	6234346547	-159.2212066	150.3957952	14633.29738	66.30408288	562
109	-87.8	77.2	0	9901621248	-93.67326733	221.3712871	11227.04455	62.05445545	472
110	-86.8	77.2	0	43052153344	-88.07882241	207.3884141	11439.53656	66.49952517	501
111	-85.8	77.2	0	46164971520	-95.81082215	195.9643456	11694.40227	69.68833893	973
112	-84.8	77.2	0	32674100736	-99.76385542	188.5668675	11889.04819	71.02570281	838
113	-83.8	77.2	0	36406151794	-101.8884992	182.9211513	12072.50139	70.96347805	854
114	-82.8	77.2	0	37872136000	-103.0922587	179.252459	12318.02086	70.01703097	729
115	-81.8	77.2	0	42764084395	-106.955804	182.519696	12775.69596	68.17861822	492
116	-80.8	77.2	0	41894040320	-111.0040178	184.8434798	13555.17181	67.52668355	581
117	-79.8	77.2	0	40828599040	-115.2754826	180.0741549	14515.72085	68.83107695	700
118	-78.8	77.2	0	36230879744	-116.3374967	177.063237	15111.75221	69.84347978	830
119	-77.8	77.2	0	33816972992	-114.6763036	177.9048825	15057.78723	67.21809765	1662
120	-76.8	77.2	0	31415115093	-118.8658398	172.5707049	14594.0393	63.87300201	2304
121	-75.8	77.2	0	29722648000	-129.9825312	158.5983055	14056.21661	64.22106734	2352
122	-74.8	77.2	0	31213760341	-140.4739279	148.7875797	13483.95257	67.11590532	2536
123	-73.8	77.2	0	35987209472	-133.9615687	150.9239235	13145.38632	68.65429295	2118
124	-72.8	77.2	0	34418661472	-122.202508	166.3810593	13241.69624	71.23600973	1606
125	-71.8	77.2	0	24064346795	-106.9065918	193.5855749	13644.20544	70.90156666	479
126	-70.8	77.2	0	23831446162	-101.5102411	190.7192118	14613.88307	62.09929997	245
127	-69.8	77.2	0	27649655751	-104.0362375	177.5731689	14645.565	58.45520432	194
128	-68.8	77.2	0	29000704439	-105.9499301	159.0268531	14563.93231	58.66937063	244
129	-67.8	77.2	0	30987059014	-108.1330379	147.8131107	14438.2137	63.19779596	337
130	-66.8	77.2	0	35920928832	-110.778369	145.3252394	14196.09597	65.20924833	334
131	-65.8	77.2	0	31217741376	-114.6080783	157.661134	13856.86453	60.11551377	380
132	-64.8	77.2	0	21968243479	-117.0419467	173.8318656	13454.24855	55.73221321	625
133	-63.8	77.2	0	13331848738	-121.7991673	186.1076414	13028.05523	57.40435954	852
134	-62.8	77.2	0	9995993321	-121.7516549	191.9738312	12932.78413	61.06381878	863
135	-61.8	77.2	0	9267242291	-112.7130185	181.0700072	13482.32918	63.68976265	364
136	-60.8	77.2	0	8290003840	-120.3760469	187.2227806	13898.5335	62.04773869	116
141	-55.8	77.2	0	12351747627	-145.7610737	114.8539961	14868.07222	71.697039	212
148	-48.8	77.2	0	11712530505	-156.6556542	149.4955602	15311.17237	66.74902063	273
149	-47.8	77.2	0	11028193248	-153.4032459	161.9831941	14969.34322	68.34725823	273
150	-46.8	77.2	0	10648446464	-142.1062911	169.3376526	14239.39455	77.5943662	235
152	-44.8	77.2	0	8748131499	-133.77589	180.2864078	13137.41019	75.09627832	365
153	-43.8	77.2	0	9651726755	-140.7929117	213.5071809	13230.56254	65.90050961	486
154	-42.8	77.2	0	8667466112	-138.9690809	233.1410419	13390.95412	57.90879571	395
191	-89.8	76.2	0	26819449600	-68.55339806	237.8737864	11360.95146	68.04854369	119
192	-88.8	76.2	0	42997994890	-77.04630903	231.7950481	11355.50925	66.21488614	669
193	-87.8	76.2	0	47750392491	-85.81633808	223.0928214	11557.08763	67.24818413	1092
194	-86.8	76.2	0	44854512000	-93.14778583	219.3760154	11874.31776	68.49209538	1187
195	-85.8	76.2	0	40603301888	-99.74242292	222.6209276	12307.66329	67.5687833	1068
196	-84.8	76.2	0	37325201920	-110.5329723	237.2827321	12831.13573	65.45864268	1485
197	-83.8	76.2	0	40088343723	-122.1584418	256.6812822	13500.38012	64.08612106	1600
198	-82.8	76.2	0	44334043776	-124.3241331	263.1780068	14257.46467	63.16376976	1908
199	-81.8	76.2	0	44688436907	-123.0835881	257.6376976	14668.56599	63.55594375	1826
200	-80.8	76.2	0	41642567552	-120.8146563	245.7207616	14695.65028	64.50379946	1900
201	-79.8	76.2	0	40286667648	-116.8253123	227.7083588	14589.04577	62.39566774	1910
202	-78.8	76.2	0	39731214336	-115.7228579	195.2304131	14645.15076	59.13721722	1915
203	-77.8	76.2	0	38642395520	-118.3597694	168.8195476	14520.96008	58.97755262	1852
204	-76.8	76.2	0	41075595264	-121.0407022	165.6804088	14297.01939	62.1055114	1754
205	-75.8	76.2	0	45823100672	-117.2726876	185.3986374	14496.50921	62.71080444	1828
206	-74.8	76.2	0	43550876672	-111.9592978	212.0583457	14376.98463	62.37060005	1328
207	-73.8	76.2	0	42319652224	-111.6777885	235.5134946	14115.46135	58.76259935	1675
208	-72.8	76.2	0	46701696768	-98.78329985	244.3064897	14655.93283	51.87832999	1304
209	-71.8	76.2	0	41351572821	-93.35727505	231.7389618	15112.45069	48.6504803	363
210	-70.8	76.2	0	45724846080	-97.74661542	213.8380645	15115.02751	48.5188226	414
211	-69.8	76.2	0	46763062955	-100.6477422	195.6432876	15060.82208	52.91405363	439
212	-68.8	76.2	0	45096959232	-102.5484322	191.5977815	14856.15844	55.91256878	406
213	-67.8	76.2	0	42419490816	-104.87833	197.6884444	14439.26736	54.89745829	572
214	-66.8	76.2	0	37553123584	-108.1269106	205.8536117	13944.57228	52.9486418	399
215	-65.8	76.2	0	29407424512	-111.0101319	209.8186741	13517.9386	53.90715346	463
216	-64.8	76.2	0	22694669739	-112.6763036	213.9690803	13326.77299	56.33723469	503
217	-63.8	76.2	0	25624869568	-112.0848982	216.2409817	13485.63141	57.35653769	739
218	-62.8	76.2	0	27096951296	-112.1483928	215.1835315	13810.30445	58.0553941	700
219	-61.8	76.2	0	16030883552	-117.6166058	205.0747134	13933.69674	59.50220486	334
220	-60.8	76.2	0	13683692218	-121.8705734	178.6519815	14103.58137	61.73608769	395
221	-59.8	76.2	0	15302599899	-130.5296713	137.1994264	14541.71807	68.93227443	273
222	-58.8	76.2	0	10682347483	-133.8151077	131.8625579	14769.61167	69.75947641	242
223	-57.8	76.2	0	16455184043	-136.1143906	139.3324389	15161.22116	67.39669538	339
224	-56.8	76.2	0	24704457216	-138.620312	141.3634673	15194.84647	64.58652753	182
225	-55.8	76.2	0	15938265498	-141.0672437	135.9479028	15080.27846	67.36784288	212
226	-54.8	76.2	0	12965972082	-145.3642573	126.9709733	15010.98179	75.52874217	58
227	-53.8	76.2	0	11864605842	-148.9899413	126.9631182	15162.36672	75.91114837	60
228	-52.8	76.2	0	13676875213	-152.9584963	135.4921773	15468.94915	74.212299	85
229	-51.8	76.2	0	14362106514	-154.6129561	143.0157856	15543.6417	71.8652271	183
230	-50.8	76.2	0	14341537792	-156.1811371	166.4683414	15564.05245	67.88526517	389
231	-49.8	76.2	0	15529759061	-153.6776644	181.674517	15283.45268	68.64401997	371
232	-48.8	76.2	0	16658198784	-147.9745829	192.831339	14694.56494	72.18883745	425
233	-47.8	76.2	0	13659183143	-139.1682208	190.3844506	14085.13155	78.02784778	426
234	-46.8	76.2	0	11090860451	-134.9627593	179.8926776	13531.57008	80.04525456	481
235	-45.8	76.2	0	8810101888	-141.1387995	213.6285155	13215.40562	70.42339443	501
236	-44.8	76.2	0	10558113451	-142.4784098	237.6318399	13270.93203	62.07500225	471
237	-43.8	76.2	0	10497255104	-139.197231	239.2280787	13363.63031	57.89871265	388
238	-42.8	76.2	0	9023055872	-139.2766798	231.6732543	13346.84717	58.18708827	52
272	-92.8	75.2	0	11099104256	-55.12365591	301.1612903	10837.01075	65.30645161	17
273	-91.8	75.2	0	9154200917	-54.86601307	289.6405229	11070.03595	66.06862745	17
274	-90.8	75.2	0	8558182912	-57.25822785	258.8151899	11828.09114	70.05063291	59
275	-89.8	75.2	0	42208347605	-62.94113721	248.8096636	11902.46596	68.95141484	609
276	-88.8	75.2	0	59243876693	-69.00786095	250.3358372	12345.1912	67.14874662	854
277	-87.8	75.2	0	62826715364	-76.51637698	264.4514805	13025.10018	63.15678225	1208
278	-86.8	75.2	1	65192019968	-83.46702769	293.3929601	13814.86436	60.00262032	1241
279	-85.8	75.2	1	61525826219	-93.29758057	326.839986	14582.08892	58.7690628	1770
280	-84.8	75.2	1	59965163691	-94.02532972	331.5374269	14898.99721	57.73875448	2185
281	-83.8	75.2	1	61102287986	-85.21547733	313.2387981	14811.16587	58.13686785	1666
282	-82.8	75.2	1	57687716864	-80.46632894	287.1829854	14717.60765	58.25984802	1516
283	-81.8	75.2	1	54948582741	-74.67115032	251.9654118	15114.16534	54.0605293	1534
284	-80.8	75.2	1	61628654251	-75.35155909	205.8415582	15649.38964	50.00043672	1582
285	-79.8	75.2	1	63396722347	-79.32876234	183.0331907	15591.62529	51.28142196	796
286	-78.8	75.2	0	61220674674	-90.03214255	195.7712464	15258.87824	56.49558913	1124
287	-77.8	75.2	0	55718861141	-96.70538912	229.1325007	15313.26465	57.54651061	1106
288	-76.8	75.2	0	56736071680	-91.56266923	264.3735697	15031.05791	53.77508953	892
289	-75.8	75.2	0	52030871211	-83.96383964	290.8660145	14499.32378	46.01449908	1111
290	-74.8	75.2	0	48737513927	-82.25932396	305.4571578	14939.86549	37.92558302	1608
291	-73.8	75.2	0	48654488576	-79.60695257	294.6527208	15585.18299	35.77884531	1238
292	-72.8	75.2	0	50353755819	-82.59044458	265.9426151	15626.76574	41.05380383	486
293	-71.8	75.2	0	46400274432	-87.74023932	249.7832125	15791.75456	46.72049961	401
294	-70.8	75.2	0	44886917803	-91.86059918	245.8926544	15536.15399	50.40938073	341
295	-69.8	75.2	0	38098793643	-94.25609224	245.4150581	15017.42772	51.58529129	542
296	-68.8	75.2	0	39274929664	-94.26526334	241.4260634	14541.70565	51.44781204	515
297	-67.8	75.2	0	37292796635	-91.81002708	234.1123242	14192.80461	51.2858765	420
298	-66.8	75.2	0	25990555008	-89.70338021	227.9680321	13996.66408	52.33164469	515
299	-65.8	75.2	0	35717386880	-90.85439776	229.5186479	14003.38423	52.27644336	477
300	-64.8	75.2	0	40137950549	-101.2172242	245.6997991	14113.52843	51.32657874	523
301	-63.8	75.2	0	34485109419	-112.4969866	250.903485	14214.15041	51.4547122	508
302	-62.8	75.2	0	25780186453	-124.2982793	229.1304917	14302.93825	53.78076688	530
303	-61.8	75.2	0	23545090560	-131.8706437	196.0697004	14574.25644	58.39846275	447
304	-60.8	75.2	0	25641073095	-133.6005591	180.1134894	14933.62808	61.22619256	547
305	-59.8	75.2	0	27151855488	-130.2576446	166.1423554	15203.36426	63.12623967	383
306	-58.8	75.2	0	28082075989	-133.8546268	169.2673267	15257.36015	61.66488957	307
307	-57.8	75.2	0	26275661824	-136.9564154	163.8182374	15205.60573	63.39549306	206
308	-56.8	75.2	0	26336577365	-140.3148747	152.7009346	15114.74365	67.87929077	198
309	-55.8	75.2	0	21417521721	-144.3352258	147.5248493	15159.65071	71.50449821	240
310	-54.8	75.2	0	21643562923	-147.9210411	152.5502664	15417.80461	71.38771945	148
311	-53.8	75.2	0	19782027947	-149.3794218	161.7039043	15690.25679	70.06035462	257
312	-52.8	75.2	0	17397801429	-152.3211643	182.336838	15722.84959	66.68720794	379
313	-51.8	75.2	0	15159085568	-154.1001455	200.9175914	15477.71866	65.47889758	436
314	-50.8	75.2	0	12253297095	-152.4613503	217.7601537	14965.19679	66.88619093	491
315	-49.8	75.2	0	11504987392	-146.939296	228.8296794	14363.61394	69.48187615	395
316	-48.8	75.2	0	12995545998	-137.9607545	214.7010549	13874.9621	73.84176649	486
317	-47.8	75.2	0	14240593362	-130.8328907	199.9373207	13465.43844	74.57579943	415
318	-46.8	75.2	0	16656337806	-133.1912882	217.4586825	13297.76203	68.29584876	487
319	-45.8	75.2	0	13091340800	-137.2590136	246.6429519	13264.92415	59.61823224	454
320	-44.8	75.2	0	14599698944	-136.8026071	249.1710561	13190.54057	56.81590849	341
352	-96.8	74.2	0	31449955738	-75.2979798	333.9801587	9736.528499	45.40764791	888
353	-95.8	74.2	0	48507598165	-59.18805804	379.921875	10019.83705	58.7140997	795
354	-94.8	74.2	0	47329724644	-55.20929894	366.0724384	10302.17286	62.34368168	854
355	-93.8	74.2	0	51579517733	-54.83495908	348.0695145	10778.13813	64.59838547	888
356	-92.8	74.2	0	46261295360	-54.61562409	327.938029	11280.32951	67.06576515	854
357	-91.8	74.2	0	50579338870	-57.79361087	312.3195824	12086.71161	67.52182115	609
358	-90.8	74.2	0	57677605205	-61.76553319	305.0209999	12792.01166	62.97928909	974
359	-89.8	74.2	1	72470343168	-62.06423319	315.8220076	13655.48959	58.5036768	772
360	-88.8	74.2	1	71007939584	-69.01336361	354.3963665	14341.77457	57.71193991	1150
361	-87.8	74.2	1	74712878763	-70.73796838	379.2407197	14785.80889	59.25591755	1092
362	-86.8	74.2	1	74216662272	-70.29565901	369.1918945	14850.17905	60.84575072	1438
363	-85.8	74.2	1	78703499264	-59.88540484	326.5455498	14740.64172	61.9800856	1558
364	-84.8	74.2	1	72989728768	-58.75735872	296.5683466	14677.58328	61.46248581	1403
365	-83.8	74.2	1	71856828757	-59.93816054	260.2104114	15076.31383	57.36073019	1375
366	-82.8	74.2	1	76818493952	-57.066294	225.7232946	15678.90086	51.12560049	995
367	-81.8	74.2	1	76712983552	-64.67080094	208.6079134	15652.16622	55.47296707	1246
368	-80.8	74.2	1	73754862848	-77.04838851	229.6857367	15238.37986	60.14018692	1497
369	-79.8	74.2	1	55182254976	-90.28840947	270.1017556	15121.40405	59.28709931	1334
370	-78.8	74.2	0	53548617045	-85.55638047	304.9155385	14783.32544	53.17512447	1155
371	-77.8	74.2	0	55620725248	-69.93064897	322.2531225	14263.87405	43.44545375	1525
372	-76.8	74.2	0	42640759296	-73.03266661	326.886977	14316.52476	36.75622325	1691
373	-75.8	74.2	0	48258302464	-76.10280374	322.0878679	14982.70836	35.96558651	1719
374	-74.8	74.2	0	53736837120	-73.66853	308.7803302	15474.66416	39.44449297	986
375	-73.8	74.2	0	61430160896	-70.89457595	302.2163508	15966.35339	43.08306402	721
376	-72.8	74.2	0	53673251584	-75.73316447	300.6667831	15889.69596	47.35819722	835
377	-71.8	74.2	0	51552742059	-78.96130666	292.80138	15478.63071	50.02995895	784
378	-70.8	74.2	0	38907109778	-78.73875448	277.6965674	15158.51515	50.15040615	444
379	-69.8	74.2	0	29374425042	-77.6400559	262.4492969	14828.73107	48.74093807	599
380	-68.8	74.2	0	29501539755	-74.30089964	249.151891	14616.85195	47.73054415	489
381	-67.8	74.2	0	35694261696	-72.37671412	240.3818674	14594.9117	48.02201066	327
382	-66.8	74.2	0	36227445728	-80.52126823	247.7399773	14668.13739	47.6058171	380
383	-65.8	74.2	0	49873990912	-97.1931173	261.5333217	14695.37217	47.59769412	443
384	-64.8	74.2	0	46089353216	-108.5386497	250.1573063	14726.47961	49.21722421	321
385	-63.8	74.2	0	33518426432	-120.9975544	237.6161237	14832.4948	52.09983405	307
386	-62.8	74.2	0	38438581760	-129.9938859	231.7227705	15011.32518	54.47890645	317
387	-61.8	74.2	0	33307754112	-127.0575596	211.1891868	15216.49646	56.79421784	338
388	-60.8	74.2	0	34595035136	-125.9843175	199.5855966	15307.98511	57.99053794	512
389	-59.8	74.2	0	30260524544	-129.5942802	194.6861991	15297.80129	59.51408081	296
390	-58.8	74.2	1	22885358464	-132.0610534	182.8136082	15296.94978	63.26805835	160
391	-57.8	74.2	1	20894730581	-135.9132675	175.6923749	15350.21993	66.67997205	164
392	-56.8	74.2	1	19335708736	-140.2799371	178.8692462	15531.35121	67.64232684	183
393	-55.8	74.2	1	22164389803	-143.7758756	189.8166652	15783.82819	66.61787056	209
394	-54.8	74.2	1	21669805184	-146.1601013	204.56922	15893.13407	64.35391737	267
395	-53.8	74.2	1	17114312448	-149.8114246	223.5704428	15654.31156	62.44091187	349
396	-52.8	74.2	1	15462892672	-149.8046118	235.9082016	15200.37663	62.94689493	336
397	-51.8	74.2	1	14416311680	-143.3691054	236.8014834	14708.89625	65.29530263	597
398	-50.8	74.2	0	13034782635	-137.1063499	234.2827487	14205.96614	68.17684281	588
399	-49.8	74.2	0	12635665082	-131.3583034	226.520996	13840.1398	69.83340367	406
400	-48.8	74.2	0	12274642489	-124.050864	214.9910336	13550.4731	70.00717313	346
401	-47.8	74.2	0	12836305920	-124.5037339	224.3051595	13357.43381	65.18194162	246
402	-46.8	74.2	0	11275298816	-125.7763864	229.2325581	13281.94454	62.32379249	291
435	-97.8	73.2	0	11349561344	-39.69720102	420.4308736	9625.05598	62.50296862	518
436	-96.8	73.2	0	38559257486	-45.98877956	411.0878647	9847.019679	62.35456586	1094
437	-95.8	73.2	0	56174219078	-44.46764599	397.3615394	10399.49071	64.45441301	1219
438	-94.8	73.2	0	63234686862	-49.70403776	383.8222339	11131.24342	68.2342947	1094
439	-93.8	73.2	0	69398320128	-52.57027075	360.453331	11952.21179	67.14472747	1094
440	-92.8	73.2	1	76031615431	-54.91641191	350.7148223	12941.26884	60.93361866	921
441	-91.8	73.2	1	87197682347	-52.62625557	359.8284566	13880.67884	56.32972312	672
442	-90.8	73.2	1	91811341198	-52.8681981	372.0359857	14290.36449	59.94995196	939
443	-89.8	73.2	1	87224283819	-54.35959472	377.1601887	14229.09451	65.06280024	1170
444	-88.8	73.2	1	93249633621	-46.18473229	376.0897022	14090.96043	64.56546423	1303
445	-87.8	73.2	1	92932586610	-41.17748275	343.6829417	14110.10691	64.92549568	900
446	-86.8	73.2	1	1.01E+11	-39.73351384	319.7693248	14199.77596	61.9721373	1014
447	-85.8	73.2	1	1.01E+11	-47.59795615	296.4788191	14319.14752	62.40291729	1559
448	-84.8	73.2	1	84878982485	-66.95327103	243.3986374	14552.37811	71.27897633	1578
449	-83.8	73.2	1	76594356679	-75.64756747	217.624334	14827.22797	77.65272076	1550
450	-82.8	73.2	1	82800065877	-69.24526159	249.5343698	14987.15242	68.6991877	1611
451	-81.8	73.2	1	65561758379	-83.11398375	294.5192593	14140.60075	59.45445017	1914
452	-80.8	73.2	1	53393714176	-83.76294873	327.1083064	13551.78251	51.22569657	1455
453	-79.8	73.2	1	44243486549	-77.00410516	327.1180016	13364.75544	47.56956939	1676
454	-78.8	73.2	0	36512656043	-79.58826098	326.8167526	13330.8199	44.14918333	1894
455	-77.8	73.2	0	36813663403	-91.26220631	336.0043672	13507.58905	43.70014848	1913
456	-76.8	73.2	0	25247368078	-101.8048738	353.7805048	13716.9013	44.78006813	1949
457	-75.8	73.2	0	33819861504	-100.580138	377.2528605	14110.45393	44.75255481	1976
458	-74.8	73.2	0	39558749070	-88.70643724	377.2995895	14674.19181	45.70241943	1832
459	-73.8	73.2	0	72094944256	-64.78723033	343.5017905	15506.14883	47.97798934	1417
460	-72.8	73.2	0	61174143659	-66.96811949	318.4757621	15581.12123	48.87972749	972
461	-71.8	73.2	0	46400073956	-65.70530177	293.0210499	15344.14263	46.59262818	512
462	-70.8	73.2	0	42522629035	-67.22115469	279.4459778	15056.32003	44.1083064	428
463	-69.8	73.2	0	53843553849	-68.01458643	269.3561883	14987.34798	43.04585553	571
464	-68.8	73.2	0	53601901227	-67.78985064	255.5999651	15220.89519	44.32989781	243
465	-67.8	73.2	0	53204035356	-78.60948554	260.2122456	15302.3961	45.34955018	346
466	-66.8	73.2	0	46222716587	-94.44982095	270.8287187	15103.59892	45.54284217	214
467	-65.8	73.2	1	41082691584	-103.9778147	263.4359333	15045.18674	46.79998253	190
468	-64.8	73.2	1	39302608213	-112.2368766	257.3384575	15137.18578	49.31915451	159
469	-63.8	73.2	1	39043730603	-115.4423094	246.9135296	15260.5549	51.45558564	208
470	-62.8	73.2	1	41350035001	-115.3955804	233.0299589	15332.08726	53.75735872	308
471	-61.8	73.2	1	40144911701	-117.113547	222.9447987	15372.86532	56.06839025	328
472	-60.8	73.2	1	37354430919	-119.6762163	210.8252249	15417.78164	59.72687571	253
473	-59.8	73.2	1	37639756800	-123.6560398	201.5428422	15493.16604	63.50414883	256
474	-58.8	73.2	1	32482287445	-128.2620316	201.115818	15626.64975	65.18141322	253
475	-57.8	73.2	1	27936525653	-132.7357848	211.0855097	15820.64626	64.40859464	285
476	-56.8	73.2	1	25756146603	-134.9058433	224.7841733	16048.94515	62.6093982	274
477	-55.8	73.2	1	24835072114	-136.8769325	237.0454188	15935.40135	61.16018866	247
478	-54.8	73.2	1	22642617515	-136.6702769	241.4535767	15507.31129	61.33155734	229
479	-53.8	73.2	1	19797443243	-135.5944624	245.7605031	14987.21749	62.14874662	370
480	-52.8	73.2	1	19474750464	-132.7617259	250.3683291	14487.48843	63.24421347	377
481	-51.8	73.2	1	18894085006	-129.5705636	249.7286438	14159.13496	64.77311757	406
482	-50.8	73.2	1	19041282731	-118.9845315	235.4124926	13775.84959	65.94475545	315
517	-99.8	72.2	0	40956228267	-24.48537005	473.0722892	9795.089501	65.03098107	3
518	-98.8	72.2	0	58719215002	-30.96688742	423.1655629	10529.71413	68.38189845	483
519	-97.8	72.2	0	64206591232	-37.7263363	401.3953229	10805.18597	70.87806236	823
520	-96.8	72.2	1	71583177933	-40.14921964	385.1353255	11521.81252	69.45393986	854
521	-95.8	72.2	1	84742547840	-38.02605293	383.9907322	12139.20997	66.28071259	752
522	-94.8	72.2	1	96964667392	-41.2116342	398.5532361	12934.37715	60.30072495	1124
523	-93.8	72.2	1	1.00E+11	-43.97021574	402.8378898	13501.73072	58.85134073	1037
524	-92.8	72.2	1	97835568469	-44.12830815	390.1504935	13408.39541	63.86452965	1038
525	-91.8	72.2	1	93016149333	-45.69394707	397.5931522	12885.9634	65.10874312	4226
526	-90.8	72.2	1	92881397504	-44.11075203	440.6154249	12089.80636	61.18088916	2835
527	-89.8	72.2	1	91220411460	-46.22709407	419.4994323	11698.40073	61.801118	1884
528	-88.8	72.2	1	92017226547	-63.21390514	323.6286139	12148.71351	76.17381431	3458
529	-87.8	72.2	1	82092678485	-67.08708184	278.8624334	12783.69325	81.15652022	3697
530	-86.8	72.2	1	1.09E+11	-45.955804	287.0703992	13573.09538	71.04847585	2209
531	-85.8	72.2	1	1.06E+11	-61.87518561	242.475238	14583.88436	82.27644336	1389
532	-84.8	72.2	1	1.03E+11	-69.23984627	246.2164381	15062.42458	81.76259935	1345
533	-83.8	72.2	1	1.06E+11	-62.81421958	278.6497511	14733.15993	63.25172504	1149
534	-82.8	72.2	1	1.01E+11	-53.85815355	308.5150668	14064.28719	49.69761551	1843
535	-81.8	72.2	1	89438384811	-54.98916936	314.1260372	13434.13006	48.9123941	1309
536	-80.8	72.2	1	79957203200	-56.22045594	326.9458468	13178.1594	46.29801729	1565
537	-79.8	72.2	1	73658564864	-64.10664687	341.9140536	13305.56127	43.73770635	1773
538	-78.8	72.2	1	59943940096	-84.48100271	378.8018168	13196.58057	43.36169098	2227
539	-77.8	72.2	0	44446771072	-94.29958948	435.5046729	13094.48816	42.13739191	1492
540	-76.8	72.2	0	44217067691	-90.36963927	454.4440562	13467.24893	42.30098699	1921
541	-75.8	72.2	0	54690760192	-78.11608001	420.0146738	14374.697	44.72958337	2071
542	-74.8	72.2	0	79599463765	-61.56083501	364.8688095	15383.94672	46.95327103	1517
543	-73.8	72.2	0	74478539520	-61.04707835	331.1941654	15486.38431	46.18595511	965
544	-72.8	72.2	0	68839104512	-59.22229016	307.4251026	15349.57664	42.5701808	389
545	-71.8	72.2	0	60549443584	-59.81448161	291.8710804	15247.90541	39.80242816	468
546	-70.8	72.2	0	61896318976	-60.55052843	275.9181588	15435.80051	40.16953446	626
547	-69.8	72.2	0	59044532224	-64.0969517	265.9026116	15733.03319	42.73648354	304
548	-68.8	72.2	0	60043289088	-72.86033715	269.4571578	15537.74967	43.75596122	322
549	-67.8	72.2	1	52571208704	-85.01615862	281.5813608	15188.57062	43.3712988	369
550	-66.8	72.2	1	42184565760	-93.5403092	281.859289	15129.20159	44.00192157	361
551	-65.8	72.2	1	43643101952	-96.81124989	270.2105861	15255.03572	46.4853699	313
552	-64.8	72.2	1	39198103765	-99.48484584	261.0652459	15341.1166	49.07651323	243
553	-63.8	72.2	1	36900279552	-103.3799458	255.3186304	15376.3202	52.14350598	231
554	-62.8	72.2	1	46976543061	-107.8061839	247.2728623	15417.58503	55.58345707	446
555	-61.8	72.2	1	36206202816	-112.5316622	236.2187091	15506.55542	59.39208665	341
556	-60.8	72.2	1	46925277867	-118.8113372	232.8930911	15607.76277	62.16944711	340
557	-59.8	72.2	1	47168379968	-122.1946895	236.0477771	15748.70111	62.44091187	341
558	-58.8	72.2	1	47595770304	-124.4192506	247.4733164	15896.04219	61.09572888	233
559	-57.8	72.2	1	42838672043	-126.6101843	261.864879	15951.61805	58.94689493	279
560	-56.8	72.2	1	36374217920	-125.3341777	262.4314787	15699.71281	58.28081055	174
561	-55.8	72.2	1	32646430720	-123.5618167	258.3889356	15237.15316	59.01644706	325
562	-54.8	72.2	1	24374577152	-123.74182	252.6077454	14887.11529	60.6658998	166
563	-53.8	72.2	1	18630902528	-122.4075596	245.6798138	14581.16735	62.25773761	154
564	-52.8	72.2	1	12350918485	-118.5934292	245.1288501	14167.5729	63.80595483	157
598	-102.8	71.2	0	24002101931	-19.45655376	570.3004418	8815.669367	63.58910162	69
599	-101.8	71.2	0	47702640640	-19.38887691	526.5649925	9343.136667	63.78982539	255
600	-100.8	71.2	0	73617827002	-22.57299185	466.0090803	9888.98766	65.12188591	456
601	-99.8	71.2	0	89474735218	-27.25913651	430.7367431	10460.01093	66.29774274	639
602	-98.8	71.2	1	96339459413	-30.53433099	421.0085387	11204.57623	66.10519366	968
603	-97.8	71.2	1	1.08E+11	-31.82085772	435.6632894	11835.54179	63.79316971	842
604	-96.8	71.2	1	1.05E+11	-33.58599004	462.0341515	12330.92672	60.88077561	942
605	-95.8	71.2	1	98708496384	-39.86077387	461.23216	12337.34501	61.71028037	2197
606	-94.8	71.2	1	90951175168	-40.01511049	434.3213381	11793.68958	60.70451568	2243
607	-93.8	71.2	1	83626917609	-31.97239934	471.8640929	11175.82933	54.92715521	2416
608	-92.8	71.2	1	80152980480	-34.98384138	544.5366408	10149.96043	49.51480479	4980
